School_ID,NAME_OF_SCHOOL,Elementary_Middle_or_High_School,Street_Address,City,State,ZIP_Code,Phone_Number,Link,Network_Manager,Collaborative_Name,Adequate_Yearly_Progress_Made_,Track_Schedule,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE
610163,Frederick Stock Elementary School,ES,7507 W Birchwood Ave,Chicago,IL,60631,(773) 534-1215,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610163.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,NDA,Standard,NDA,NDA,No,NDA,
610010,Friedrich Ludwig Jahn Elementary School,ES,3149 N Wolcott Ave,Chicago,IL,60657,(773) 534-5500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610010.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,72
609737,Friedrich W von Steuben Metropolitan Science High School,HS,5039 N Kimball Ave,Chicago,IL,60625,(773) 534-5100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609737.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,70
609709,Gage Park High School,HS,5630 S Rockwell St,Chicago,IL,60629,(773) 535-9230,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609709.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,14
610009,Galileo Math & Science Scholastic Academy Elementary School,ES,820 S Carpenter St,Chicago,IL,60607,(773) 534-7070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610009.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,65
610072,Garrett A Morgan Elementary School,ES,8407 S Kerfoot Ave,Chicago,IL,60620,(773) 535-3366,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610072.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28
610293,Genevieve Melody Elementary School,ES,412 S Keeler Ave,Chicago,IL,60624,(773) 534-6850,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610293.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Strong,61
609779,George Armstrong International Studies Elementary School,ES,2110 W Greenleaf Ave,Chicago,IL,60645,(773) 534-2150,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609779.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,59
610062,George B McClellan Elementary School,ES,3527 S Wallace St,Chicago,IL,60609,(773) 535-1732,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610062.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,49
610196,George B Swift Elementary Specialty School,ES,5900 N Winthrop Ave,Chicago,IL,60660,(773) 534-2695,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610196.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,61
609849,George F Cassell Elementary School,ES,11314 S Spaulding Ave,Chicago,IL,60655,(773) 535-2640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609849.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 2,No,Strong,76
609761,George H Corliss High School,HS,821 E 103rd St,Chicago,IL,60628,(773) 535-5115,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609761.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,33
610305,George Leland Elementary School,ES,5221 W Congress Pkwy,Chicago,IL,60644,(773) 534-6340,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610305.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610048,George Manierre Elementary School,ES,1420 N Hudson Ave,Chicago,IL,60610,(773) 534-8456,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610048.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,43
610139,George M Pullman Elementary School,ES,11311 S Forrestville Ave,Chicago,IL,60628,(773) 535-5395,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610139.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,59
609795,George Rogers Clark Elementary School,ES,1045 S Monitor Ave,Chicago,IL,60644,(773) 534-6225,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609795.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Weak,39
609760,George Washington Carver Military Academy High School,HS,13100 S Doty Ave,Chicago,IL,60627,(773) 535-5250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609760.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,53
609845,George Washington Carver Primary School,ES,901 E 133rd Pl,Chicago,IL,60827,(773) 535-5674,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609845.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,25
610219,George Washington Elementary School,ES,3611 E 114th St,Chicago,IL,60617,(773) 535-5010,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610219.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,58
609739,George Washington High School,HS,3535 E 114th St,Chicago,IL,60617,(773) 535-5725,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609739.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,46
609900,George W Curtis Elementary School,ES,32 E 115th St,Chicago,IL,60628,(773) 535-5050,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609900.pdf,AUSL Schools,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,23
609693,George Westinghouse High School,HS,3223 W Franklin Blvd,Chicago,IL,60624,(773) 534-6400,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609693.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,NDA,Standard,Not on Probation,Not Enough Data,No,Strong,74
610202,George W Tilton Elementary School,ES,223 N Keeler Ave,Chicago,IL,60624,(773) 534-6746,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610202.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,6
609920,Gerald Delgado Kanoon Elementary Magnet School,ES,2233 S Kedzie Ave,Chicago,IL,60623,(773) 534-1736,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609920.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,44
610187,Graeme Stewart Elementary School,ES,4525 N Kenmore Ave,Chicago,IL,60640,(773) 534-2640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610187.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,49
610285,Granville T Woods Math & Science Academy Elementary School,ES,6206 S Racine Ave,Chicago,IL,60636,(773) 535-9250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610285.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,35
610383,Greater Lawndale High School For Social Justice,HS,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610383.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,43
609857,Grover Cleveland Elementary School,ES,3121 W Byron St,Chicago,IL,60618,(773) 534-5130,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609857.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,64
610241,Guglielmo Marconi Elementary Community Academy,ES,230 N Kolmar Ave,Chicago,IL,60624,(773) 534-6210,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610241.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,26
609741,Gurdon S Hubbard High School,HS,6200 S Hamlin Ave,Chicago,IL,60629,(773) 535-2200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609741.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,42
609726,Gwendolyn Brooks College Preparatory Academy High School,HS,250 E 111th St,Chicago,IL,60628,(773) 535-9930,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609726.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,64
610182,Hannah G Solomon Elementary School,ES,6206 N Hamlin Ave,Chicago,IL,60659,(773) 534-5226,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610182.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,78
610068,Hanson Park Elementary School,ES,5411 W Fullerton Ave,Chicago,IL,60639,(773) 534-3100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610068.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,35
610124,Harold Washington Elementary School,ES,9130 S University Ave,Chicago,IL,60619,(773) 535-6225,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610124.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,28
610192,Harriet Beecher Stowe Elementary School,ES,3444 W Wabansia Ave,Chicago,IL,60647,(773) 534-4175,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610192.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,28
610158,Harriet E Sayre Elementary Language Academy,ES,1850 N Newland Ave,Chicago,IL,60707,(773) 534-3351,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610158.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,68
609974,Hawthorne Elementary Scholastic Academy,ES,3319 N Clifton Ave,Chicago,IL,60657,(773) 534-5550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609974.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,Yes,Very Strong,92
609985,Helen M Hefferan Elementary School,ES,4409 W Wilcox St,Chicago,IL,60624,(773) 534-6192,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609985.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,29
610122,Helen Peirce International Studies Elementary School,ES,1423 W Bryn Mawr Ave,Chicago,IL,60660,(773) 534-2440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610122.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,58
609972,Helge A Haugan Elementary School,ES,4540 N Hamlin Ave,Chicago,IL,60625,(773) 534-5040,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609972.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,43
609856,Henry Clay Elementary School,ES,13231 S Burley Ave,Chicago,IL,60633,(773) 535-5600,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609856.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,38
610040,Henry D Lloyd Elementary School,ES,2103 N Lamon Ave,Chicago,IL,60639,(773) 534-3070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610040.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610092,Henry H Nash Elementary School,ES,4837 W Erie St,Chicago,IL,60644,(773) 534-6125,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610092.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,41
610279,Henry O Tanner Elementary School,ES,7350 S Evans Ave,Chicago,IL,60619,(773) 535-3870,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610279.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,33
609861,Henry R Clissold Elementary School,ES,2350 W 110th Pl,Chicago,IL,60643,(773) 535-2560,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609861.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,45
610297,High School of Leadership at South Shore,HS,7627 S Constance Ave,Chicago,IL,60649,(773) 535-6190,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610297.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
609798,Hiram H Belding Elementary School,ES,4257 N Tripp Ave,Chicago,IL,60641,(773) 534-3590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609798.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,64
609768,Hope College Preparatory High School,HS,5515 S Lowe Ave,Chicago,IL,60621,(773) 535-3160,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609768.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,31
609850,Horace Greeley Elementary School,ES,832 W Sheridan Rd,Chicago,IL,60613,(773) 534-5800,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609850.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,65
610052,Horace Mann Elementary School,ES,8050 S Chappel Ave,Chicago,IL,60617,(773) 535-6640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610052.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28
610058,Horatio May Elementary Community Academy,ES,512 S Lavergne Ave,Chicago,IL,60644,(773) 534-6140,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610058.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,42
609713,Hyde Park Academy High School,HS,6220 S Stony Island Ave,Chicago,IL,60637,(773) 535-0880,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609713.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,29
610390,Hyman G Rickover Naval Academy High School,HS,5900 N Glenwood Ave,Chicago,IL,60660,(773) 534-2890,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610390.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,64
610110,Ida B Wells Preparatory Elementary Academy,ES,244 E Pershing Rd,Chicago,IL,60653,(773) 535-1204,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610110.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,49
610273,Ignance Paderewski Elementary Learning Academy,ES,2221 S Lawndale Ave,Chicago,IL,60623,(773) 534-1821,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610273.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,31
610384,Infinity Math Science and Technology High School,HS,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4225,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610384.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,58
610078,Inter-American Elementary Magnet School,ES,851 W Waveland Ave,Chicago,IL,60613,(773) 534-5490,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610078.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,67
609848,Ira F Aldridge Elementary School,ES,630 E 131st St,Chicago,IL,60827,(773) 535-5614,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609848.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,39
610532,Irene C. Hernandez Middle School for the Advancement of Science,MS,3510 W 55th St,Chicago,IL,60632,(773) 535-8850,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610532.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Not Enough Data,No,Weak,34
610125,Irma C Ruiz Elementary School,ES,2410 S Leavitt St,Chicago,IL,60608,(773) 535-4825,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610125.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,Yes,Average,57
610276,Irvin C Mollison Elementary School,ES,4415 S Dr Martin L King Jr Dr,Chicago,IL,60653,(773) 535-1804,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610276.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,44
610103,Isabelle C O'Keeffe Elementary School,ES,6940 S Merrill Ave,Chicago,IL,60649,(773) 535-0600,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610103.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,17
610256,Jackie Robinson Elementary School,ES,4225 S Lake Park Ave,Chicago,IL,60653,(773) 535-1777,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610256.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
609797,Jacob Beidler Elementary School,ES,3151 W Walnut St,Chicago,IL,60612,(773) 534-6811,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609797.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,63
609766,Jacqueline B Vaughn Occupational High School,HS,4355 N Linder Ave,Chicago,IL,60641,(773) 534-3600,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609766.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,NDA,Track_E,Not Applicable,Not Enough Data,No,Average,57
609912,James B Farnsworth Elementary School,ES,5414 N Linder Ave,Chicago,IL,60630,(773) 534-3535,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609912.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,55
610070,James B McPherson Elementary School,ES,4728 N Wolcott Ave,Chicago,IL,60640,(773) 534-2625,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610070.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,71
610066,James E McDade Elementary Classical School,ES,8801 S Indiana Ave,Chicago,IL,60619,(773) 535-3669,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610066.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
609803,James G Blaine Elementary School,ES,1420 W Grace St,Chicago,IL,60613,(773) 534-5750,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609803.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
609983,James Hedges Elementary School,ES,4747 S Winchester Ave,Chicago,IL,60609,(773) 535-7360,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609983.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,22
610047,James Madison Elementary School,ES,7433 S Dorchester Ave,Chicago,IL,60619,(773) 535-0551,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610047.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,39
610074,James Monroe Elementary School,ES,3651 W Schubert Ave,Chicago,IL,60647,(773) 534-4155,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610074.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,45
610200,James N Thorp Elementary School,ES,8914 S Buffalo Ave,Chicago,IL,60617,(773) 535-6250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610200.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,32
610107,James Otis Elementary School,ES,525 N Armour St,Chicago,IL,60622,(773) 534-7665,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610107.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 1,No,Very Strong,83
609891,James R Doolittle Jr Elementary School,ES,535 E 35th St,Chicago,IL,60616,(773) 535-1040,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609891.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,30
610044,James Russell Lowell Elementary School,ES,3320 W Hirsch St,Chicago,IL,60651,(773) 534-4300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610044.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,39
610174,James Shields Elementary School,ES,4250 S Rockwell St,Chicago,IL,60632,(773) 535-7285,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610174.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,38
610213,James Wadsworth Elementary School,ES,6420 S University Ave,Chicago,IL,60637,(773) 535-0730,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610213.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
610217,James Ward Elementary School,ES,2701 S Shields Ave,Chicago,IL,60616,(773) 534-9050,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610217.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,49
610274,James Weldon Johnson Elementary School,ES,1420 S Albany Ave,Chicago,IL,60623,(773) 534-1829,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610274.pdf,AUSL Schools,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Strong,67
609772,Jane Addams Elementary School,ES,10810 S Avenue H,Chicago,IL,60617,(773) 535-6210,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609772.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,56
610093,Jane A Neil Elementary School,ES,8555 S Michigan Ave,Chicago,IL,60619,(773) 535-3000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610093.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,42
609796,Jean Baptiste Beaubien Elementary School,ES,5025 N Laramie Ave,Chicago,IL,60630,(773) 534-3500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609796.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,63
610031,Jean D Lafayette Elementary School,ES,2714 W Augusta Blvd,Chicago,IL,60622,(773) 534-4326,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610031.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,44
610271,Jensen Elementary Scholastic Academy,ES,3030 W Harrison St,Chicago,IL,60612,(773) 534-6840,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610271.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,35
609932,Jesse Owens Elementary Community Academy,ES,12450 S State St,Chicago,IL,60628,(773) 535-5661,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609932.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,
610173,Jesse Sherwood Elementary School,ES,245 W 57th St,Chicago,IL,60621,(773) 535-0829,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610173.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,38
609942,Johann W von Goethe Elementary School,ES,2236 N Rockwell St,Chicago,IL,60647,(773) 534-4135,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609942.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,75
